漢字,羅馬字,來源,會用得無
!,!,詞彙分級
!,！,詞彙分級
試辦,tshi3-pan7,教典詞條
試過,tshi3-kue3,詞彙分級
試題,tshi3-te5,教典詞條
試題,tshi3-tue5,教典詞條
試飛,tshi3-pe1,教典詞條
試飛,tshi3-pue1,教典詞條
試食,tshi3-tsiah8,twisas-語料庫系統
試驗,tshi3-giam7,教典詞條
試驗,tshi3-giam7,詞彙分級
試驗所,tshi3-giam7-soo2,教典例句
試鹹淡,tshi3-kiam5-tann7,教典詞條
詩,si1,教典例句
詩,si1,教典詞條
詩,si1,詞彙分級
詩人,si1-jin5,教典詞條
詩人,si1-jin5,詞彙分級
詩人,si1-lin5,教典詞條
詩作,si1-tsok4,教典詞條
詩句,si1-ku3,教典詞條
詩句,si1-ku3,詞彙分級
詩律,si1-lut8,教典例句
詩意,si1-i3,教典詞條
詩意,si1-i3,詞彙分級
詩歌,si1-kua1,教典詞條
詩篇,si1-phian1,itaigi
詩篇,si1-phian1,詞彙分級
詩詞,si1-su5,教典詞條
詩詞,si1-su5,詞彙分級
詩譜,si1-phoo2,詞彙分級
詩選,si1-suan2,詞彙分級
詬,kau7,教典詞條
詬詬唸,kau7-kau7-liam7,教典詞條
詭,khui2,教典詞條
詭,kui2,教典詞條
詭計,kui2-ke3,twisas-語料庫系統
詭計,kui2-ke3,教典例句
詭計,kui2-ke3,教典詞條
詭計,kui2-ke3,詞彙分級
詭計啊,kui2-ke3-ah4,twisas-語料庫系統
詮,tshuan1,教典詞條
詰,khiat4,教典詞條
話,ue7,itaigi
話,ue7,twisas-語料庫系統
話,ue7,教典例句
話,ue7,教典詞條
話,ue7,詞彙分級
話hannh4,ue7-hannh4,twisas-語料庫系統
話乎,ue7-honnh4,twisas-語料庫系統
話仙,ue7-sian1,詞彙分級
話劇,ue7-kik8,教典詞條
話劇,ue7-kiok8,教典詞條
話句,ue7-ku3,詞彙分級
話咧,ue7-leh4,twisas-語料庫系統
話唅,ue7-hannh4,twisas-語料庫系統
話啊,ue7-ah4,twisas-語料庫系統
話啦,ue7-lah4,twisas-語料庫系統
話喔,ue7-ooh4,twisas-語料庫系統
話尾,ue7-be2,教典詞條
話尾,ue7-bue2,itaigi
話尾,ue7-bue2,教典例句
話尾,ue7-bue2,教典詞條
話尾,ue7-bue2,詞彙分級
話屎,ue7-sai2,itaigi
話屎,ue7-sai2,教典例句
話屎,ue7-sai2,教典詞條
話意,ue7-i3,詞彙分級
話柄,ue7-penn3,教典例句
話柄,ue7-penn3,教典詞條
話柄,ue7-pinn3,教典詞條
話母,ue7-bo2,教典例句
話母,ue7-bo2,教典詞條
話母,ue7-bu2,教典詞條
話矣啦,ue7-ah4-lah4,twisas-語料庫系統
話筒,ue7-tang5,itaigi
話筒,ue7-tang5,詞彙分級
話縫,ue7-phang7,教典例句
話縫,ue7-phang7,教典詞條
話蝨,ue7-sat4,教典例句
話蝨,ue7-sat4,教典詞條
話語,ue7-gi2,itaigi
話語,ue7-gi2,教典詞條
話語,ue7-gi2,詞彙分級
話語,ue7-gu2,教典詞條
話語裡,ue7-gi2-li2,詞彙分級
話頭,ue7-thau5,twisas-語料庫系統
話頭,ue7-thau5,教典例句
話頭,ue7-thau5,教典詞條
話題,ue7-te5,教典詞條
話題,ue7-te5,詞彙分級
話題,ue7-tue5,教典詞條
話骨,ue7-kut4,教典例句
話骨,ue7-kut4,教典詞條
該,kai1,twisas-語料庫系統
該,kai1,教典例句
該,kai1,教典詞條
該,kai1,詞彙分級
該死,kai1-si2,教典詞條
該死,kai1-si2,詞彙分級
該死啊,kai1-si2-ah4,教典例句
該然,kai1-jian5,教典詞條
該然,kai1-lian5,教典詞條
該然的,kai1-jian5-e5,教典例句
該當,kai1-tong1,教典例句
該當,kai1-tong1,教典詞條
該當,kai1-tong1,詞彙分級
該要揮手,該-要-揮-手,詞彙分級
詳,siong5,教典詞條
詳情,siong5-tsing5,教典詞條
詳盡,siong5-tsin7,教典詞條
詳細,siong5-se3,twisas-語料庫系統
詳細,siong5-se3,教典例句
詳細,siong5-se3,教典詞條
詳細,siong5-se3,詞彙分級
詳解,siong5-kai2,itaigi
詹,tsiam1,twisas-語料庫系統
詹,tsiam1,教典詞條
詹,tsiam1,詞彙分級
詹先生,tsiam1-sian1-sinn1,twisas-語料庫系統
詼,khue1,教典例句
詼,khue1,教典詞條
詼,khue1,詞彙分級
詼啦,khue1-lah4,twisas-語料庫系統
詼矣啦,khue1-ah4-lah4,教典例句
詼諧,khue1-hai5,itaigi
誇,khua1,教典詞條
誇口,khua1-khau2,教典例句
誇口,khua1-khau2,教典詞條
誇口,khua1-khau2,詞彙分級
誇張,khua1-tiong1,詞彙分級
誇張,khua1-tiunn1,詞彙分級
誇獎,khua1-tsiong2,詞彙分級
誌,tsi3,twisas-語料庫系統
誌,tsi3,教典詞條
誌,tsi3,詞彙分級
認,jin7,教典例句
認,jin7,教典詞條
認,jin7,詞彙分級
認,lin7,twisas-語料庫系統
認,lin7,教典詞條
認,lin7,詞彙分級
認份,jin7-hun7,itaigi
認份,jin7-hun7,教典例句
認份,jin7-hun7,教典詞條
認份,jin7-hun7,詞彙分級
認份,lin7-hun7,教典詞條
認份,lin7-hun7,詞彙分級
認同,jin7-tong5,教典例句
認同,jin7-tong5,教典詞條
認同,jin7-tong5,詞彙分級
認同,lin7-tong5,教典詞條
認命,jin7-mia7,twisas-語料庫系統
認命,jin7-mia7,教典例句
認命,jin7-mia7,教典詞條
認命,jin7-mia7,詞彙分級
認命,lin7-mia7,教典詞條
認命,lin7-mia7,詞彙分級
認定,jin7-ting7,教典例句
認定,jin7-ting7,教典詞條
認定,jin7-ting7,詞彙分級
認定,lin7-ting7,twisas-語料庫系統
認定,lin7-ting7,教典詞條
認定,lin7-ting7,詞彙分級
認得,jin7-tit4,詞彙分級
認得矣呢,lin7-tsit4-ah4-neh4,twisas-語料庫系統
認捌,jin7-bat4,詞彙分級
認明,jin7-bing5,詞彙分級
認清,jin7-tshing1,詞彙分級
認為,jin7-ui5,itaigi
認為,jin7-ui5,twisas-語料庫系統
認為,jin7-ui5,教典例句
認為,jin7-ui5,教典詞條
認為,jin7-ui5,詞彙分級
認為,lin7-ui5,twisas-語料庫系統
認為,lin7-ui5,教典詞條
認為,lin7-ui5,詞彙分級
認為乎,lin7-ui5-honnh4,twisas-語料庫系統
認為咧,lin7-ui5-leh4,twisas-語料庫系統
認真,jin7-tsin1,twisas-語料庫系統
認真,jin7-tsin1,教典例句
認真,jin7-tsin1,教典詞條
認真,jin7-tsin1,詞彙分級
認真,lin7-tsin1,twisas-語料庫系統
認真,lin7-tsin1,教典詞條
認真,lin7-tsin1,詞彙分級
認真仔,jin7-tsin1-a2,詞彙分級
認真咧,lin7-tsin1-leh4,twisas-語料庫系統
認真啦,lin7-tsin1-lah4,twisas-語料庫系統
認真喔,jin7-tsin1-ooh4,twisas-語料庫系統
認真喔,lin7-tsin1-ooh4,twisas-語料庫系統
認真的,jin7-tsin1-e5,教典例句
認真的,jin7-tsin1-e5,詞彙分級
認真的,lin7-tsin1-e5,twisas-語料庫系統
認真的啊,lin7-tsin1-e5-ah4,twisas-語料庫系統
認真的啦,lin7-tsin1-e5-lah4,twisas-語料庫系統
認知,jin7-ti1,教典詞條
認知,lin7-ti1,教典詞條
認罪,jin7-tsue7,教典詞條
認罪,lin7-tsue7,教典詞條
認老,jin7-lau7,itaigi
認認真真,jin7-jin7-tsin1-tsin1,詞彙分級
認證,jin7-tsing3,教典詞條
認證,jin7-tsing3,詞彙分級
認證,lin7-tsing3,教典詞條
認識,lin7-sik4,詞彙分級
認路,jin7-loo7,itaigi
認路,jin7-loo7,教典詞條
認路,lin7-loo7,教典詞條
認輸,jin7-su1,itaigi
認輸,jin7-su1,教典例句
認輸,jin7-su1,教典詞條
認輸,jin7-su1,詞彙分級
認輸,lin7-su1,教典詞條
認輸,lin7-su1,詞彙分級
認錯,jin7-tsho3,教典詞條
認錯,lin7-tsho3,教典詞條
認領,jin7-nia2,教典詞條
認領,lin7-nia2,教典詞條
認養,jin7-iong2,教典詞條
認養,lin7-iong2,教典詞條
誓,se3,教典例句
誓,se3,教典詞條
誓,se3,詞彙分級
誓,se7,教典詞條
誓,tsua7,教典詞條
誓不兩立,se3-put4-liong2-lip8,教典例句
誓不兩立,se3-put4-liong2-lip8,教典詞條
誓言,se3-gian5,教典例句
誕,tan3,教典詞條
誕,tan7,教典詞條
誕生,tan3-sing1,教典詞條
誘,iu2,教典詞條
誘,iu2,詞彙分級
誘因,iu2-in1,教典詞條
誘因,iu2-in1,詞彙分級
誘惑,iu2-hik8,itaigi
誘惑,iu2-hik8,教典詞條
誘拐,iu2-kuai2,教典例句
誘拐,iu2-kuai2,詞彙分級
語,gi2,itaigi
語,gi2,教典例句
語,gi2,教典詞條
語,gi2,詞彙分級
語,gu2,教典詞條
語,gu2,詞彙分級
語宣,gi2-suan1,itaigi
語文,gi2-bun5,教典例句
語文,gi2-bun5,教典詞條
語文,gi2-bun5,詞彙分級
語文,gu2-bun5,教典詞條
語氣,gi2-khi3,教典詞條
語氣,gu2-khi3,教典詞條
語法,gi2-huat4,教典詞條
語法,gu2-huat4,教典詞條
語源,gu2-guan5,詞彙分級
語發法,gi2-huat4-huat4,詞彙分級
語義,gi2-gi7,教典詞條
語義,gu2-gi7,教典詞條
語言,gi2-gian5,itaigi
語言,gi2-gian5,教典例句
語言,gi2-gian5,教典詞條
語言,gi2-gian5,詞彙分級
語言,gu2-gian5,教典例句
語言,gu2-gian5,教典詞條
語言學,gi2-gian5-hak8,詞彙分級
語言權,gi2-gian5-khuan5,詞彙分級
語詞,gi2-su5,詞彙分級
語調,gi2-tiau7,教典詞條
語調,gu2-tiau7,教典詞條
語音,gi2-im1,教典詞條
語音,gu2-im1,教典詞條
誠,sing5,教典詞條
誠,tsiann5,itaigi
誠,tsiann5,twisas-語料庫系統
誠,tsiann5,教典例句
誠,tsiann5,教典詞條
誠,tsiann5,詞彙分級
誠做,tsiann5-tso3,詞彙分級
誠好,tsiann5-ho2,itaigi
誠實,sing5-sit8,教典例句
誠實,sing5-sit8,教典詞條
誠實,tsiann5-sit8,twisas-語料庫系統
誠實,tsiann5-sit8,教典例句
誠實,tsiann5-sit8,教典詞條
誠實,tsiann5-sit8,詞彙分級
誠實的,tsiann5-sit8-e5,twisas-語料庫系統
誠實的,tsiann5-sit8-e5,教典例句
誠實的,tsiann5-sit8-e5,詞彙分級
誠實的mah4,tsiann5-sit8-e5-mah4,twisas-語料庫系統
誠實的啊,tsiann5-sit8-e5-ah4,twisas-語料庫系統
誠實的啦,tsiann5-sit8-e5-lah4,twisas-語料庫系統
誠實的喔,tsiann5-sit8-e5-ooh4,twisas-語料庫系統
誠實的喔啊,tsiann5-sit8-e5-ooh4-ah4,twisas-語料庫系統
誠心,sing5-sim1,twisas-語料庫系統
誠心,sing5-sim1,教典詞條
誠心,sing5-sim1,詞彙分級
誠心的,sing5-sim1-e5,twisas-語料庫系統
誠意,sing5-i3,twisas-語料庫系統
誠意,sing5-i3,教典例句
誠意,sing5-i3,教典詞條
誠意,sing5-i3,詞彙分級
誠意乎,sing5-i3-honnh4,twisas-語料庫系統
誠意的啦,sing5-i3-e5-lah4,twisas-語料庫系統
誠懇,sing5-khun2,教典例句
誠懇,sing5-khun2,教典詞條
誠懇,sing5-khun2,詞彙分級
誠敬,sing5-king3,詞彙分級
誠濟,tsiann5-tse7,詞彙分級
誠然,sing5-jian5,詞彙分級
誠狂,tshiann5-kong5,itaigi
誡,kai3,教典詞條
誣,bu5,教典詞條
誣害,bu5-hai7,詞彙分級
誣賴,bu5-lua7,twisas-語料庫系統
誣賴,bu5-lua7,教典例句
誣賴,bu5-lua7,教典詞條
誣賴人,bu5-lua7-lang5,教典例句
誣賴我,bu5-lua7-gua2,教典例句
誤,goo7,itaigi
誤,goo7,twisas-語料庫系統
誤,goo7,教典例句
誤,goo7,教典詞條
誤,goo7,詞彙分級
誤去矣,goo7-khi3-ah4,教典例句
誤射,goo7-sia7,itaigi
誤會,goo7-hue7,twisas-語料庫系統
誤會,goo7-hue7,教典例句
誤會,goo7-hue7,教典詞條
誤會,goo7-hue7,詞彙分級
誤會伊矣啦,goo7-hue7-i1-ah4-lah4,twisas-語料庫系統
誤會我,goo7-hue7-gua2,twisas-語料庫系統
誤會矣,goo7-hue7-ah4,twisas-語料庫系統
誤會矣啦,goo7-hue7-ah4-lah4,twisas-語料庫系統
誤著,goo7-tioh8,詞彙分級
誤解,goo7-kai2,教典例句
誤解,goo7-kai2,教典詞條
誤解,goo7-kai2,詞彙分級
誦,siong7,教典詞條
誦經,siong7-king1,教典例句
誦經,siong7-king1,教典詞條
誦經,siong7-king1,詞彙分級
說,seh4,twisas-語料庫系統
說,seh4,教典詞條
說,seh4,詞彙分級
說,suat4,教典例句
說,suat4,教典詞條
說,suat4,詞彙分級
說,sue3,教典詞條
說,sue3,詞彙分級
說,sueh4,教典例句
說,sueh4,教典詞條
說,sueh4,詞彙分級
說不定我們曾經見過面,說-不-定-我-們-曾-經-見-過-面,詞彙分級
說出,sueh4-tshut4,詞彙分級
說句不客氣的話啊,說-句-不-客-氣-的-話-啊,詞彙分級
說唱,suat4-tshiunn3,教典詞條
說多謝,seh4-to1-sia7,twisas-語料庫系統
說多謝,seh4-to1-sia7,教典詞條
說多謝,seh4-to1-sia7,詞彙分級
說多謝,sueh4-to1-sia7,twisas-語料庫系統
說多謝,sueh4-to1-sia7,教典例句
說多謝,sueh4-to1-sia7,教典詞條
說多謝,sueh4-to1-sia7,詞彙分級
說多謝呢,seh4-to1-sia7-neh4,twisas-語料庫系統
說多謝的,sueh4-to1-sia7-e5,twisas-語料庫系統
說多謝的啦,seh4-to1-sia7-e5-lah4,twisas-語料庫系統
說客,sue3-kheh4,教典例句
說客,sue3-kheh4,教典詞條
說得好,說-得-好,詞彙分級
說明,seh4-bing5,教典詞條
說明,suat4-bing5,twisas-語料庫系統
說明,suat4-bing5,教典例句
說明,suat4-bing5,教典詞條
說明,suat4-bing5,詞彙分級
說明,sueh4-bing5,教典例句
說明,sueh4-bing5,教典詞條
說明,sueh4-bing5,詞彙分級
說服,sue3-hok8,教典例句
說服,sue3-hok8,教典詞條
說服,sue3-hok8,詞彙分級
說法,sueh4-huat4,詞彙分級
說話,sueh4-ue7,詞彙分級
說謝,seh4-sia7,教典詞條
說謝,seh4-sia7,詞彙分級
說謝,sueh4-sia7,教典例句
說謝,sueh4-sia7,教典詞條
說道,sueh4-to7,詞彙分級
誰,sui5,教典詞條
誰,sui5,詞彙分級
誰,tsui5,教典例句
誰,tsui5,教典詞條
誰,tsui7,教典詞條
誰誰誰結婚了啊,誰-誰-誰-結-婚-了-啊,詞彙分級
課,kho3,twisas-語料庫系統
課,kho3,教典例句
課,kho3,教典詞條
課,kho3,詞彙分級
課,khue3,教典詞條
課堂,kho3-tng5,教典例句
課堂,kho3-tng5,教典詞條
課後,kho3-au7,詞彙分級
課文,kho3-bun5,教典詞條
課文,kho3-bun5,詞彙分級
課本,kho3-pun2,twisas-語料庫系統
課本,kho3-pun2,教典例句
課本,kho3-pun2,教典詞條
課業,kho3-giap8,教典詞條
課業,kho3-giap8,詞彙分級
課程,kho3-thing5,教典詞條
課程,kho3-ting5,教典詞條
課程,kho3-ting5,詞彙分級
課長,kho3-tiunn2,twisas-語料庫系統
課長,kho3-tiunn2,教典例句
課長,kho3-tiunn2,教典詞條
課長,kho3-tiunn2,詞彙分級
課長啊,kho3-tiunn2-ah4,twisas-語料庫系統
課長啊啊,kho3-tiunn2-ah4-ah4,twisas-語料庫系統
課長啦,kho3-tiunn2-lah4,twisas-語料庫系統
課題,kho3-te5,教典例句
課題,kho3-te5,教典詞條
課題,kho3-te5,詞彙分級
課題,kho3-tue5,教典詞條
誹,hui2,教典詞條
誹謗,hui2-pong3,教典詞條
誻誻叫,ta1-ta1-kio3,itaigi
誼,gi5,教典詞條
誼,gi7,教典詞條
調,tiau1,教典詞條
調,tiau3,twisas-語料庫系統
調,tiau3,教典詞條
調,tiau3,詞彙分級
調,tiau5,twisas-語料庫系統
調,tiau5,教典例句
調,tiau5,教典詞條
調,tiau7,itaigi
調,tiau7,twisas-語料庫系統
調,tiau7,教典例句
調,tiau7,教典詞條
調,tiau7,詞彙分級
調來,tiau3-lai5,詞彙分級
調停,tiau5-thing5,教典詞條
調動,tiau3-tong7,教典例句
調動,tiau3-tong7,教典詞條
調動,tiau3-tong7,詞彙分級
調味,tiau5-bi7,教典例句
調和,tiau5-ho5,twisas-語料庫系統
調和,tiau5-ho5,教典詞條
調問,tiau3-mng7,詞彙分級
調度,tiau3-too7,教典詞條
調整,tiau5-tsing2,教典例句
調整,tiau5-tsing2,教典詞條
調整,tiau5-tsing2,詞彙分級
調查,tiau1-tsa1,教典例句
調查,tiau1-tsa1,詞彙分級
調查,tiau5-tsa1,twisas-語料庫系統
調查,tiau5-tsa1,教典詞條
調查,tiau5-tsa1,詞彙分級
調查庭,tiau5-tsa1-ting5,詞彙分級
調派,tiau3-phai3,教典詞條
調理,tiau5-li2,twisas-語料庫系統
調理,tiau5-li2,教典詞條
調節,tiau5-tsiat4,教典例句
調羹仔,thau5-king1-a2,itaigi
調羹仔,thau5-king1-a2,教典詞條
調羹仔菜,thau5-king1-a2-tshai3,itaigi
調色盤,tiau5-sik4-puann5,詞彙分級
調虎離山,tiau3-hoo2-li5-san1,詞彙分級
調虎離山,tiau3-hoo2-li7-san1,詞彙分級
調製,tiau5-tse3,教典詞條
調解,tiau5-kai2,itaigi
調解,tiau5-kai2,教典詞條
調解,tiau5-kai2,詞彙分級
調走矣,tiau3-tsau2-ah4,教典例句
調遣,tiau3-khian2,詞彙分級
調配,tiau5-phe3,教典詞條
調配,tiau5-phue3,twisas-語料庫系統
調配,tiau5-phue3,教典詞條
調配,tiau5-phue3,詞彙分級
調降,tiau5-kang3,教典詞條
調頻,tiau5-pin5,教典詞條
調養,tiau5-iong2,教典例句
調養,tiau5-iong2,教典詞條
調養,tiau5-iong2,詞彙分級
談,tam5,itaigi
談,tam5,教典例句
談,tam5,教典詞條
談,tam5,詞彙分級
談判,tam5-phuann3,教典例句
談判,tam5-phuann3,教典詞條
談判,tam5-phuann3,詞彙分級
談咧,tam5-leh4,詞彙分級
談情,tam5-tsing5,詞彙分級
談戀,tam5-luan5,詞彙分級
談話,tam5-ue7,教典詞條
談話,tam5-ue7,詞彙分級
談論,tam5-lun7,教典例句
談論,tam5-lun7,教典詞條
談起,tam5-khi2,教典詞條
請,tshiann2,itaigi
請,tshiann2,twisas-語料庫系統
請,tshiann2,教典例句
請,tshiann2,教典詞條
請,tshiann2,詞彙分級
請,tshing2,twisas-語料庫系統
請,tshing2,教典例句
請,tshing2,教典詞條
請,tshing2,詞彙分級
請人,tshiann2-lang5,教典例句
請人,tshiann2-lang5,詞彙分級
請人客,tshiann2-lang5-kheh4,教典例句
請人客,tshiann2-lang5-kheh4,教典詞條
請人客,tshiann2-lang5-kheh4,詞彙分級
請你啦,tshiann2-li2-lah4,twisas-語料庫系統
請你的啦,tshiann2-li2-e5-lah4,twisas-語料庫系統
請來,tshiann2-lai5,詞彙分級
請假,tshing2-ka2,twisas-語料庫系統
請假,tshing2-ka2,教典例句
請假,tshing2-ka2,教典詞條
請假,tshing2-ka2,詞彙分級
請假啊,tshing2-ka2-ah4,twisas-語料庫系統
請假矣,tshing2-ka2-ah4,教典例句
請命,tshing2-bing7,教典詞條
請問,tshiann2-mng7,twisas-語料庫系統
請問,tshiann2-mng7,教典例句
請問,tshiann2-mng7,教典詞條
請問,tshiann2-mng7,詞彙分級
請問一下,tshiann2-mng7-tsit8-e7,twisas-語料庫系統
請啦,tshiann2-lah4,twisas-語料庫系統
請坐,tshiann2-tse7,twisas-語料庫系統
請坐,tshiann2-tse7,教典詞條
請坐,tshiann2-tse7,詞彙分級
請坐,請-坐,詞彙分級
請安,tshing2-an1,twisas-語料庫系統
請安,tshing2-an1,教典例句
請安,tshing2-an1,教典詞條
請安,tshing2-an1,詞彙分級
請安一下乎,tshing2-an1-tsit8-e7-honnh4,twisas-語料庫系統
請安啦,tshing2-an1-lah4,twisas-語料庫系統
請客,tshiann2-kheh4,詞彙分級
請帖,tshiann2-thiap4,教典詞條
請教,tshing2-kau3,教典詞條
請教,tshing2-kau3,詞彙分級
請教一下,tshing2-kau3-tsit8-e7,twisas-語料庫系統
請教啦,tshing2-kau3-lah4,twisas-語料庫系統
請桌,tshiann2-toh4,教典例句
請桌,tshiann2-toh4,教典詞條
請求,tshing2-kiu5,教典詞條
請求,tshing2-kiu5,詞彙分級
請無,tshiann2-bo5,教典例句
請示,tshing2-si7,教典例句
請示,tshing2-si7,教典詞條
請示,tshing2-si7,詞彙分級
請神,tshiann2-sin5,教典詞條
請罪,tshing2-tsue7,教典詞條
請著,tshing2-tioh8,詞彙分級
請起,tshiann2-khi2,詞彙分級
請趕快上車,請-趕-快-上-車,詞彙分級
請辭,tshing2-si5,教典詞條
請願,tshing2-guan7,教典詞條
諍,tsenn3,教典例句
諍,tsenn3,教典詞條
諍,tsenn3,詞彙分級
諍,tsing3,教典詞條
諍,tsinn3,教典詞條
諍,tsinn3,詞彙分級
諍喙,tsenn3-tshui3,itaigi
諍喙,tsenn3-tshui3,教典例句
諍喙,tsenn3-tshui3,教典詞條
諍喙,tsinn3-tshui3,教典詞條
諒,liong7,教典詞條
諒情,liong7-tsing5,詞彙分級
諒解,liong7-kai2,itaigi
諒解,liong7-kai2,教典例句
諒解,liong7-kai2,教典詞條
諒解,liong7-kai2,詞彙分級
論,lun7,twisas-語料庫系統
論,lun7,教典例句
論,lun7,教典詞條
論,lun7,詞彙分級
論告,lun7-ko3,詞彙分級
論壇,lun7-tuann5,教典詞條
論戰,lun7-tsian3,教典詞條
論文,lun7-bun5,教典詞條
論文,lun7-bun5,詞彙分級
論理性,lun7-li2-sing3,詞彙分級
論真,lun7-tsin1,itaigi
論真,lun7-tsin1,詞彙分級
論調,lun7-tiau7,教典詞條
論述,lun7-sut8,教典詞條
論點,lun7-tiam2,教典詞條
論點,lun7-tiam2,詞彙分級
諜,tiap8,教典詞條
諞,pian2,教典例句
諞,pian2,教典詞條
諞仙,pian2-sian1,詞彙分級
諞仙仔,pian2-sian1-a2,教典例句
諞仙仔,pian2-sian1-a2,教典詞條
諞去矣,pian2-khi3-ah4,教典例句
諦,te3,教典詞條
諧,hai5,教典詞條
諧音,hai5-im1,詞彙分級
諭,ju7,教典詞條
諭,lu7,教典詞條
諮,tsu1,教典詞條
諮商,tsu1-siong1,教典詞條
諮商委員會,諮-商-委-員-會,詞彙分級
諮詢,tsu1-sun5,教典詞條
諳,am1,教典詞條
諷刺,hong2-tshi3,詞彙分級
諸,tsu1,教典詞條
諸,tsu1,詞彙分級
諸位,tsu1-ui7,詞彙分級
諸君,tsu1-kun1,教典例句
諸神,tsu1-sin5,詞彙分級
諸羅山,tsu1-lo5-san1,詞彙分級
諸羅縣,tsu1-lo5-kuan7,詞彙分級
諸葛,tsu1-kat4,教典詞條
諸葛亮,tsu1-kat4-liang7,詞彙分級
諺,gan7,教典詞條
諺文,gan7-bun5,詞彙分級
諺語,gan7-gi2,詞彙分級
諺語典,gan7-gi2-tian2,詞彙分級
諾,hioh4,itaigi
諾,hioh4,twisas-語料庫系統
諾,hioh4,教典例句
諾,hioh4,教典詞條
諾,hioh4,詞彙分級
諾,hiooh4,詞彙分級
諾,lok8,itaigi
諾,lok8,教典詞條
諾言,lok8-gian5,詞彙分級
謀,boo5,itaigi
謀,boo5,教典詞條
謀,boo5,詞彙分級
謀反,boo5-huan2,詞彙分級
謀取,boo5-tshu2,教典詞條
謀殺,boo5-sat4,教典詞條
謀財害命,boo5-tsai5-hai7-bing7,教典詞條
謂,ui7,教典詞條
謂,ui7,詞彙分級
謄,thing5,教典詞條
謄本,thing5-pun2,教典例句
謄本,thing5-pun2,教典詞條
謊,hong1,教典詞條
